,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr
728,Tata Large & Mid Cap Fund,150,5000,0.89,"₹3,680Cr",10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0
729,Tata Large Cap Fund,150,5000,1.24,"₹1,365Cr",10,Amey Sathe,3.05,0.45,16,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3
730,Tata Liquid Fund,150,5000,0.21,"₹18,212Cr",10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3
731,Tata Mid Cap Growth Fund,150,5000,0.98,"₹1,759Cr",10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5
732,Tata Money Market Fund,150,5000,0.17,"₹8,814Cr",10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8
733,Tata Nifty 50 Index Fund,150,5000,0.16,₹369Cr,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1.0,25.6,12.0
734,Tata Overnight Fund,1000,5000,0.09,"₹3,236Cr",4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
735,Tata Resources & Energy Fund,150,5000,0.91,₹232Cr,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5
736,Tata Retirement Savings Fund,150,5000,0.68,"₹1,557Cr",10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4
737,Tata Retirement Savings Fund,150,5000,0.67,"₹1,259Cr",10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3
738,Tata Retirement Savings Fund,150,5000,0.97,₹166Cr,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1
739,Tata S&P Bse Sensex Index Fund,150,5000,0.27,₹174Cr,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8
740,Tata Short Term Bond Fund,150,5000,0.37,"₹2,271Cr",10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8
741,Tata Small Cap Fund,150,5000,0.26,"₹3,300Cr",4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,
742,Tata Treasury Advantage Fund,150,5000,0.3,"₹2,602Cr",10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.6,5.2
743,Tata Ultra Short Term Fund,150,5000,0.25,"₹1,629Cr",4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,
744,Tata Young Citizens Fund,500,500,1.8,₹257Cr,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3
745,Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,₹9Cr,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,21.9,11.9
746,Taurus Discovery (Midcap) Fund,1000,5000,0.615,₹74Cr,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9
747,Taurus Ethical Fund,1000,5000,1.18,₹84Cr,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4
748,Taurus Flexi Cap Fund,1000,5000,0.615,₹233Cr,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4
749,Taurus Infrastructure Fund,1000,5000,2.02,₹5Cr,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9
750,Taurus Largecap Equity Fund,1000,5000,0.44,₹30Cr,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6
751,Taurus Nifty 50 Index Fund,1000,5000,0.44,₹2Cr,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3
752,Taurus Tax Shield – Direct Growth,500,500,1.73,₹59Cr,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6
753,Templeton India Equity Income Fund,500,5000,1.3,"₹1,350Cr",10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5
754,Templeton India Value Fund,500,5000,0.91,₹845Cr,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3
755,Trustmf Banking & Psu Debt Fund,1000,1000,0.21,₹345Cr,2,Anand Nevatia,-,-,-,-,-,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.0,,
756,Trustmf Liquid Fund,1000,1000,0.1,₹205Cr,2,Anand Nevatia,-,-,-,-,-,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,,
757,Trustmf Short Term Fund,1000,1000,0.23,₹94Cr,2,Anand Nevatia,-,-,-,-,-,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,,
758,Union Arbitrage Fund,500,1000,0.44,₹72Cr,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,
759,Union Balanced Advantage Fund,500,1000,0.94,"₹1,679Cr",5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2
760,Union Corporate Bond Fund,1000,1000,0.45,₹390Cr,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,
761,Union Dynamic Bond Fund,1000,1000,1.29,₹92Cr,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6.0
762,Union Equity Savings Fund,500,1000,1.47,₹133Cr,5,Sanjay Bembalkar,3,0.32,5.85,0.91,1.17,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,10.8,
763,Union Flexi Cap Fund,500,1000,1.06,"₹1,337Cr",10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,27.7,12.9
764,Union Focused Fund,500,1000,1.57,₹317Cr,4,Hardick Bora,3.33,1.82,15.14,0.85,1.44,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,26.2,
765,Union Large & Midcap Fund,500,1000,1.2,₹396Cr,3,Sanjay Bembalkar,2.94,2.26,16.6,0.93,1.42,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,
766,Union Largecap Fund,1000,1000,1.8,₹230Cr,6,Hardick Bora,3.13,-1.55,16.41,0.97,1.24,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9
767,Union Liquid Fund,2000,5000,0.07,"₹1,688Cr",10,Devesh Thacker,5.48,1.4,0.38,0.76,1,2,Union Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,4.6
768,Union Long Term Equity Fund,500,500,1.62,₹573Cr,10,Sanjay Bembalkar,3.97,2.09,15.89,0.92,1.49,6,Union Mutual Fund,4,Equity,ELSS Mutual Funds,2.3,28.5,12.8
769,Union Medium Duration Fund,500,1000,0.64,₹170Cr,3,Parijat Agrawal,-,-,-,-,-,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,,
770,Union Money Market Fund,2000,5000,0.24,₹144Cr,2,Parijat Agrawal,-,-,-,-,-,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,,
771,Union Overnight Fund,2000,5000,0.08,₹158Cr,4,Devesh Thacker,-0.18,0.55,0.35,0.42,-0.04,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
772,Union Small Cap Fund,500,1000,1.35,₹710Cr,9,Hardick Bora,3.63,5.81,17.48,0.75,1.77,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,37.1,12.8
773,Union Value Discovery Fund,500,1000,1.59,₹144Cr,4,Sanjay Bembalkar,4.01,2.11,17.21,0.99,1.43,6,Union Mutual Fund,3,Equity,Value Funds,2.9,29.7,
774,Uti-Arbitrage Fund,500,5000,0.34,"₹3,532Cr",10,Rajeev Gupta,1.45,1.42,0.68,0.5,1.11,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5
775,Uti-Banking & Psu Debt Fund,500,500,0.24,₹524Cr,9,Anurag Mittal,3.32,1.2,3.44,-1.51,0.94,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11.0,7.9,5.6
776,Uti-Banking And Financial Services Fund,500,5000,1.39,₹824Cr,10,Amit Premchandani,2.17,1.05,24.46,0.94,0.98,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7
777,Uti-Bond Fund,500,500,1.29,₹285Cr,10,Amandeep Chopra,3.55,5.68,6.12,0.72,0.96,3,UTI Mutual Fund,5,Debt,Medium to Long Duration Funds,12.0,10.4,4.4
778,Uti-Ccf Investment Plan – Direct Growth,500,1000,1.52,₹685Cr,10,Vetri Subramaniam,3,-0.7,16.2,0.94,0.95,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1
779,Uti-Core Equity Fund,500,5000,1.68,"₹1,506Cr",10,V Srivatsa,3.56,4.97,17.02,0.96,1.58,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2
780,Uti-Corporate Bond Fund,500,500,0.23,"₹3,092Cr",5,Anurag Mittal,1.7,1.63,2.06,0.74,0.89,2,UTI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,6.5,
781,Uti-Credit Risk Fund,500,500,0.81,₹438Cr,10,Ritesh Nambiar,0.68,0.94,10.47,-2.54,0.41,4,UTI Mutual Fund,4,Debt,Credit Risk Funds,5.0,8.3,-0.9
782,Uti-Dividend Yield Fund,500,5000,1.45,"₹2,786Cr",10,Swati Kulkarni,2.93,1.9,14.96,0.82,1.41,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3
783,Uti-Dynamic Bond Fund,500,500,0.81,₹469Cr,10,Sudhir Agrawal,4.4,6.35,6.76,0.56,0.96,3,UTI Mutual Fund,3,Debt,Dynamic Bond,12.5,11.0,6.3
784,Uti-Equity Savings Fund,0,5000,0.68,₹257Cr,5,V Srivatsa,4.06,3.98,5.99,0.91,1.75,3,UTI Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,14.7,
785,Uti-Flexi Cap Fund,500,5000,0.9,"₹23,944Cr",10,Ajay Tyagi,2.36,-2.88,17.47,0.97,1.14,6,UTI Mutual Fund,4,Equity,Flexi Cap Funds,-9.0,22.5,12.2
786,Uti-Floater Fund,500,500,0.35,"₹1,637Cr",4,Sudhir Agrawal,3.07,3.41,1.05,1.41,1.45,2,UTI Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.9,
787,Uti-Gilt Fund,500,500,0.67,₹517Cr,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.0,7.3
788,Uti-Healthcare Fund,500,5000,1.47,₹655Cr,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9.0,22.0,12.0
789,Uti-Hybrid Equity Fund,500,1000,1.34,"₹4,286Cr",10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8
790,Uti-India Consumer Fund,500,5000,1.8,₹436Cr,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18.0,8.4
791,Uti-Infrastructure Fund,500,5000,1.92,"₹1,445Cr",10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28.0,9.4
792,Uti-Liquid – Cash Plan – Direct Growth,0,500,0.14,"₹31,463Cr",10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3
793,Uti-Long Term Equity Fund,500,500,0.95,"₹2,797Cr",10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9
794,Uti-Mastershare – Direct Growth,500,100,0.97,"₹10,312Cr",10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,6,UTI Mutual Fund,4,Equity,Large Cap Mutual Funds,-2.0,24.2,11.5
795,Uti-Medium Term Fund,500,500,1.0,₹54Cr,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6
796,Uti-Mid Cap Fund,500,5000,0.99,"₹7,077Cr",10,Ankit Agarwal,3.49,1.03,16.43,0.89,1.65,6,UTI Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,31.1,11.4
797,Uti-Mnc Fund,500,5000,1.24,"₹2,366Cr",10,Swati Kulkarni,2.91,-0.64,12.33,0.62,1.14,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9
798,Uti-Money Market Fund,500,500,0.2,"₹7,897Cr",10,Amit Sharma,5.01,2.75,0.59,1.18,1.98,3,UTI Mutual Fund,4,Debt,Money Market Funds,5.6,5.3,6.2
799,Uti-Multi Asset Fund,500,5000,1.04,₹860Cr,10,Sharwan Kumar Goyal,2.87,1.01,9.98,0.64,1.28,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5
800,Uti-Nifty 50 Index Fund,500,5000,0.2,"₹9,475Cr",10,Sharwan Kumar Goyal,3.49,-0.6,16.8,1,1.31,6,UTI Mutual Fund,3,Other,Index Funds,0.9,26.2,12.0
801,Uti-Nifty Next 50 Index Fund,0,5000,0.33,"₹1,926Cr",5,Sharwan Kumar Goyal,1.71,-4.62,18.16,0.99,0.97,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,
802,Uti-Overnight Fund,500,500,0.07,"₹5,600Cr",10,Amit Sharma,0.12,0.6,0.34,0.44,0.02,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6
803,Uti-Regular Savings Fund,500,5000,1.2,"₹1,544Cr",10,Amandeep Chopra,4.07,3.42,5.1,0.73,1.7,4,UTI Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,3.7,13.5,7.2
804,Uti-Retirement Benefit Pension Plan – Direct,500,500,1.05,"₹3,687Cr",10,Sunil Patil,3.59,4.37,6.72,0.45,1.88,5,UTI Mutual Fund,0,Solution Oriented,Retirement Funds,5.2,17.2,7.5
805,Uti-Short Term Income Fund,500,500,0.33,"₹2,269Cr",10,Sudhir Agrawal,4.4,4.95,2.91,0.82,1.33,3,UTI Mutual Fund,5,Debt,Short Duration Funds,5.0,8.5,5.4
806,Uti-Transportation & Logistics Fund,500,5000,1.03,"₹1,908Cr",10,Sachin Trivedi,3.56,10.26,18.98,0.83,1.57,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1
807,Uti-Treasury Advantage Fund,500,500,0.33,"₹2,565Cr",10,Anurag Mittal,6.28,3.18,2.63,0.14,1.14,2,UTI Mutual Fund,5,Debt,Low Duration Funds,5.2,7.3,4.8
808,Uti-Ultra Short Term Fund,500,500,0.44,"₹2,130Cr",10,Ritesh Nambiar,7.6,2.62,1.51,0.49,1.3,3,UTI Mutual Fund,5,Debt,Ultra Short Duration Funds,5.4,6.1,5.7
809,Uti-Unit Linked Insurance Plan – Direct,500,5000,0.96,"₹5,068Cr",10,Amandeep Chopra,2.47,0.92,7.06,0.44,1.29,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2
810,Uti-Value Opportunities Fund,500,5000,1.16,"₹6,740Cr",10,Vetri Subramaniam,3.21,2.73,15.62,0.9,1.48,6,UTI Mutual Fund,4,Equity,Value Funds,1.7,27.2,12.2
811,Whiteoak Capital Liquid Fund,500,500,0.26,₹197Cr,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,
812,Whiteoak Capital Overnight Fund,500,500,0.22,₹14Cr,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3
813,Whiteoak Capital Ultra Short Term Fund,500,500,0.33,₹141Cr,4,Piyush Baranwal,2.81,1.2,0.72,0.47,0.8,1,WhiteOak Capital Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,4.5,
