,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr,Score,fund_score,rank,composite_score,Rank
491,Mahindra Manulife Low Duration Fund,500,1000,0.37,₹395Cr,6,Rahul Pal,3.11,2.67,0.76,1.07,1.63,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.2,6.4,3.1200000000000006,0.2623215356865951,371.0,0.4036886979630455,263.0
492,Mahindra Manulife Mid Cap Fund,500,1000,0.66,"₹1,060Cr",5,Abhinav Khandelwal,2.99,-0.01,16.69,0.89,1.57,6,Mahindra Manulife Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.7,3.7,14.7,4.259999999999999,0.31626185168251875,114.0,0.43415041802616705,95.0
493,Mahindra Manulife Multi Cap Fund,500,1000,0.49,"₹1,515Cr",6,Fatema Pacha,2.87,4.41,17.39,0.98,1.58,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,1.2,15.8,4.995,0.3420066463791073,63.0,0.4532594757973173,47.0
494,Mahindra Manulife Overnight Fund,0,1000,0.12,₹345Cr,4,Rahul Pal,0.52,0.61,0.34,0.43,0.1,1,Mahindra Manulife Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.3675,0.213892623104964,676.0,0.392971304487432,369.0
495,Mahindra Manulife Short Duration Fund,500,1000,0.29,₹43Cr,2,Rahul Pal,2.87,1.855,12.3,0.86,1.29,3,Mahindra Manulife Mutual Fund,3,Debt,Short Duration Funds,4.4,4.4,8.9,3.0764999999999993,0.2696646996333754,324.0,0.4157181522900388,201.0
496,Mahindra Manulife Ultra Short Duration Fund,500,1000,0.35,₹170Cr,3,Rahul Pal,3.72,2.38,0.56,1.05,1.74,2,Mahindra Manulife Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.5,8.9,3.995999999999999,0.2932078278428024,184.0,0.42852783246796866,117.0
497,Mirae Asset Banking And Psu Debt Fund,1000,5000,0.34,₹89Cr,3,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Banking And Psu Mutual Funds,3.7,3.7,8.9,3.0739999999999994,0.267294179467102,340.0,0.4102344987679626,233.0
498,Mirae Asset Cash Management Fund,1000,5000,0.17,"₹5,983Cr",10,Abhishek Iyer,6.12,1.3,0.37,0.7,1.0,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,5.6,5.3,2.4379999999999997,0.25239462351468794,436.0,0.40498125284648373,255.0
499,Mirae Asset Corporate Bond Fund,1000,5000,0.46,₹57Cr,2,Mahendra Jajoo,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,3.7,8.9,3.067999999999999,0.2643956287424643,357.0,0.4015388465940496,280.0
500,Mirae Asset Dynamic Bond Fund,1000,5000,0.18,₹213Cr,6,Amit Modani,0.22,0.15,2.49,1.14,0.19,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,2.8,7.2,2.3375,0.19092292241921513,759.0,0.37067293645273947,543.0
501,Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,"₹23,394Cr",10,Neelesh Surana,3.42,3.14,16.51,0.95,1.51,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,-1.2,15.1,5.302999999999999,0.3237845169919045,94.0,0.42668492959369947,127.0
502,Mirae Asset Equity Savings Fund,1000,5000,0.43,₹573Cr,4,Harshad Borawake,4.03,4.3,7.17,1.06,1.66,4,Mirae Asset Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,3.7,3.7,8.9,4.179,0.2947624125709013,175.0,0.4195622037343084,170.0
503,Mirae Asset Focused Fund,1000,5000,0.59,"₹8,615Cr",4,Gaurav Misra,3.4,2.4,16.34,0.92,1.47,6,Mirae Asset Mutual Fund,4,Equity,Focused Funds,-4.9,-4.9,8.9,3.1515,0.25882000286479306,395.0,0.37600855456833643,497.0
504,Mirae Asset Great Consumer Fund,1000,5000,0.5,"₹1,989Cr",10,Ankit Jain,3.41,6.38,13.39,0.7,1.68,6,Mirae Asset Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.1,8.1,14.0,5.5325,0.35161935277658046,46.0,0.46392425833244755,34.0
505,Mirae Asset Healthcare Fund,1000,5000,0.52,"₹1,505Cr",5,Vrijesh Kasera,2.23,2.95,21.5,0.99,1.0,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,-10.7,8.9,2.3095,0.22841112236878822,590.0,0.35152801936462064,641.0
506,Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,"₹6,952Cr",8,Harshad Borawake,3.27,1.95,12.26,0.84,1.42,6,Mirae Asset Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.7,1.7,12.2,4.260999999999999,0.3013689202540841,149.0,0.43212568144932295,102.0
507,Mirae Asset Large Cap Fund,1000,5000,0.53,"₹32,910Cr",10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,0.6,12.1,3.5794999999999995,0.2886014851935876,211.0,0.4139552557219155,210.0
508,Mirae Asset Midcap Fund,1000,5000,0.58,"₹8,753Cr",4,Ankit Jain,3.44,2.67,16.86,0.92,1.76,6,Mirae Asset Mutual Fund,4,Equity,Mid Cap Mutual Funds,1.2,1.2,8.9,3.2379999999999995,0.2804939575723226,259.0,0.400099826813201,293.0
509,Mirae Asset Money Market Fund,1000,5000,0.25,₹59Cr,2,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Money Market Funds,5.3,5.3,8.9,3.078499999999999,0.2721258998195503,315.0,0.42100872959274954,160.0
510,Mirae Asset Overnight Fund,1000,5000,0.11,₹632Cr,3,Abhishek Iyer,1.26,0.67,0.34,0.45,0.2,1,Mirae Asset Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.549,0.22294561715709132,627.0,0.39868101495029995,304.0
511,Mirae Asset Savings Fund,1000,5000,0.37,₹606Cr,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.2,5.9,2.9310000000000005,0.25344784255596825,430.0,0.3968883660109599,320.0
512,Mirae Asset Short Term Fund,1000,5000,0.31,₹406Cr,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,4.5,6.7,3.3314999999999997,0.24032821444744376,510.0,0.3934927499159424,364.0
513,Mirae Asset Tax Saver Fund,500,500,0.54,"₹14,043Cr",7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,6,Mirae Asset Mutual Fund,5,Equity,Elss Mutual Funds,0.6,0.6,15.3,5.243499999999999,0.3323858787278746,81.0,0.44374102158245154,69.0
514,Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,₹284Cr,2,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.5,8.9,3.0764999999999993,0.27149194215829237,317.0,0.41864174032990586,181.0
515,Motilal Oswal Balance Advantage Fund,500,500,1.19,₹667Cr,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,0.3,0.3,5.6,0.3594999999999997,0.1508219658972086,803.0,0.28523290542535,796.0
516,Motilal Oswal Equity Hybrid Fund,500,500,0.94,₹385Cr,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,1.7,13.3,3.7610000000000006,0.272630831017892,312.0,0.386113058486483,417.0
517,Motilal Oswal Flexi Cap Fund,500,500,0.97,"₹8,332Cr",9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,-1.6,4.9,-0.32450000000000007,0.15686472199628176,798.0,0.29907174571048023,788.0
518,Motilal Oswal Focused Fund,500,500,1.0,"₹1,643Cr",10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,2.6,10.6,1.8049999999999997,0.2253139206656498,617.0,0.354701851205805,627.0
519,Motilal Oswal Large And Midcap Fund,500,500,0.73,"₹1,415Cr",3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,10.7,8.9,3.607999999999999,0.29321043620339543,183.0,0.41180733468858943,216.0
520,Motilal Oswal Liquid Fund,500,500,0.21,₹484Cr,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,5.2,8.9,2.918,0.19948145689446253,732.0,0.3792655883633359,474.0
521,Motilal Oswal Long Term Equity Fund,500,500,0.8,"₹2,187Cr",8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,Elss Mutual Funds,8.5,8.5,10.0,3.047,0.27451358149040633,301.0,0.3988168101603976,301.0
522,Motilal Oswal Midcap Fund,500,500,0.87,"₹3,769Cr",9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,14.6,16.4,6.754999999999999,0.3927339346539173,17.0,0.4816713992315099,20.0
523,Motilal Oswal Nasdaq 100 Fof – Direct Growth,500,500,0.1,"₹3,378Cr",4,Swapnil Mayekar,1.18,1.855,22.3,0.86,0.77,6,Motilal Oswal Mutual Fund,0,Other,Fofs Overseas,-6.2,-6.2,8.9,2.032,0.22688853178318852,605.0,0.38343933584744744,444.0
524,Motilal Oswal Nifty 50 Index Fund,500,500,0.14,₹234Cr,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,0.1,8.9,2.5224999999999995,0.2618454637048644,377.0,0.41489794408199066,206.0
525,Motilal Oswal Nifty 500 Index Fund,500,500,0.4,₹372Cr,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,-1.2,8.9,2.3255,0.25066820102023213,445.0,0.39153553577023037,379.0
526,Motilal Oswal Nifty Bank Index Fund,500,500,0.21,₹332Cr,4,Swapnil Mayekar,2.02,0.0,25.4,1.0,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,10.8,8.9,1.8295,0.25750835104822317,401.0,0.4256307676076886,133.0
527,Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,₹644Cr,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,4.8,8.9,2.1864999999999997,0.27318572144840614,306.0,0.42641051717271466,130.0
528,Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,₹118Cr,3,Swapnil Mayekar,1.67,-4.95,18.0,0.98,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,-5.9,8.9,1.2044999999999995,0.2061668723848716,712.0,0.3652064732060025,577.0
529,Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,₹312Cr,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,-4.8,8.9,1.9094999999999998,0.2503090807059213,447.0,0.3915143298166398,380.0
530,Motilal Oswal Ultra Short Term Fund,500,500,0.58,₹101Cr,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,4.7,1.8,0.8370000000000001,0.1268575036622028,811.0,0.30052721237067337,785.0
531,Navi 3 In 1 Fund,500,1000,0.34,₹15Cr,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,0.2,12.4,3.6469999999999994,0.2970762068013889,164.0,0.42967907547806683,112.0
532,Navi Elss Tax Saver Fund,500,500,0.4,₹56Cr,7,Aditya Mulki,2.87,1.855,12.3,0.86,1.29,6,Navi Mutual Fund,2,Equity,Elss Mutual Funds,1.3,1.3,10.5,3.401,0.2765102077933427,282.0,0.4112295468610896,225.0
533,Navi Equity Hybrid Fund,500,10,0.42,₹82Cr,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,3.2,8.9,3.1260000000000003,0.2672916381532373,341.0,0.4050757442368669,254.0
534,Navi Flexi Cap Fund,500,10,0.43,₹202Cr,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,2.1,8.9,2.7424999999999993,0.2660071578860306,347.0,0.4025661445936496,270.0
535,Navi Large & Midcap Fund,500,10,0.35,₹234Cr,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,1.6,12.7,4.8054999999999986,0.32375954776473415,95.0,0.4441921835907403,66.0
536,Navi Large Cap Equity Fund,500,1000,0.31,₹91Cr,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,0.2,12.4,4.567499999999999,0.31965289719701184,104.0,0.44117200188501765,73.0
537,Navi Regular Savings Fund,500,10,0.39,₹26Cr,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,4.4,6.5,2.6685000000000003,0.24448775827614694,488.0,0.3908117433706312,388.0
538,Navi Ultra Short Term Fund,500,1000,0.73,₹11Cr,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,1.7,13.3,4.428000000000002,0.2720967670203478,316.0,0.3945782067365522,347.0
539,Nippon India Arbitrage Fund,100,5000,0.21,"₹9,234Cr",10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,5.6,5.7,2.844,0.23652003992429693,528.0,0.3970610221178246,319.0
540,Nippon India Balanced Advantage Fund,100,100,0.65,"₹6,593Cr",10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,5.3,5.3,10.1,3.929000000000001,0.2946848623391793,177.0,0.41173034133966596,217.0
541,Nippon India Banking & Psu Debt Fund,100,5000,0.33,"₹4,008Cr",8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking And Psu Mutual Funds,4.2,4.2,7.4,3.83,0.2502860629295641,448.0,0.39875738149756584,303.0
542,Nippon India Banking&Financial Services-Dirgrowth,100,5000,1.32,"₹3,826Cr",10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,8.8,9.5,3.3705000000000003,0.26347451375116226,364.0,0.35688916309555563,614.0
543,Nippon India Consumption Fund,100,5000,1.76,₹312Cr,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,12.1,14.6,6.367500000000001,0.3504866404213716,48.0,0.39533819494422345,337.0
544,Nippon India Corporate Bond Fund,100,5000,0.32,"₹1,701Cr",10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,5.1,7.0,3.49,0.26373589302575146,360.0,0.4078842455379132,243.0
545,Nippon India Credit Risk Fund,100,500,1.0,₹927Cr,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,4.8,4.4,2.7995,0.23325396016076205,558.0,0.34031274931857286,690.0
546,Nippon India Dynamic Bond Fund,100,5000,0.28,"₹3,340Cr",10,Pranay Sinha,0.46,0.97,4.28,2.0,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,3.6,6.7,2.098,0.19468233280889624,745.0,0.3688075774203206,554.0
547,Nippon India Equity Hybrid Fund,100,500,1.31,"₹2,764Cr",10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,4.2,5.9,2.503,0.24502117805566911,482.0,0.33312357122864156,715.0
548,Nippon India Equity Savings Fund,100,5000,0.69,₹178Cr,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,3.9,1.3,0.9644999999999999,0.19928202953144156,733.0,0.3348046386060608,710.0
549,Nippon India Floating Rate Fund,100,5000,0.27,"₹7,288Cr",10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,4.5,7.1,3.6104999999999996,0.26354868458110037,363.0,0.40957123603291223,235.0
550,Nippon India Focused Equity Fund,100,5000,1.2,"₹5,929Cr",10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,3.2,11.9,3.5760000000000005,0.28158210452723603,254.0,0.37383577776720556,516.0
551,Nippon India Gold Savings Fund,100,100,0.19,"₹1,447Cr",10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,Fofs Domestic,14.2,14.2,13.1,3.4184999999999994,0.2762867131361375,285.0,0.4515568959405043,51.0
552,Nippon India Growth Fund,100,100,1.09,"₹13,409Cr",10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,5.6,14.5,4.808,0.3257918193386099,92.0,0.4154994232332259,204.0
553,Nippon India Gsf – Direct Growth,100,5000,0.63,"₹1,158Cr",10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,4.4,8.3,2.9290000000000003,0.20636691381556446,708.0,0.35749986323071115,613.0
554,Nippon India Hybrid Bond Fund,100,5000,1.26,₹716Cr,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,5.1,3.4,2.0174999999999996,0.24192503208482422,501.0,0.3326844476926668,717.0
555,Nippon India Income Fund,100,5000,0.58,₹238Cr,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium To Long Duration Funds,6.0,6.0,7.9,2.895000000000001,0.20961965187266335,689.0,0.36539680909450106,575.0
556,Nippon India Index Fund,100,5000,0.15,₹374Cr,10,Mehul Dama,3.23,-1.01,16.9,1.0,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,1.5,13.0,3.6514999999999995,0.2971668476770554,163.0,0.4458764279511627,60.0
557,Nippon India Index Fund,100,100,0.2,₹638Cr,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,0.9,11.9,3.0845000000000002,0.2831722522387835,242.0,0.43189555569284743,104.0
558,Nippon India Large Cap Fund,100,100,1.01,"₹12,524Cr",10,Sailesh Raj Bhan,3.01,2.97,17.74,1.0,1.44,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,8.4,12.6,4.124499999999999,0.3028929084352525,140.0,0.4067870835734475,246.0
559,Nippon India Liquid Fund,100,1000,0.2,"₹25,358Cr",10,Anju Chhajer,4.53,1.5,0.39,0.83,1.01,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,5.6,5.4,2.5010000000000003,0.24240795920433514,500.0,0.39864717745860684,305.0
560,Nippon India Low Duration Fund,100,500,0.37,"₹6,232Cr",10,Anju Chhajer,2.8,2.56,0.98,0.58,1.82,2,Nippon India Mutual Fund,4,Debt,Low Duration Funds,5.3,5.3,6.5,3.3295000000000003,0.26805957227815974,337.0,0.4071910574229196,245.0
561,Nippon India Money Market Fund,100,500,0.21,"₹10,718Cr",10,Anju Chhajer,5.44,2.79,0.56,1.21,2.11,3,Nippon India Mutual Fund,5,Debt,Money Market Funds,5.7,5.7,6.3,3.5210000000000004,0.2991946829556379,158.0,0.4353988922096751,89.0
562,Nippon India Multi Cap Fund,100,100,1.12,"₹14,091Cr",10,Sailesh Raj Bhan,3.33,6.54,19.22,0.99,1.55,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,10.7,13.2,4.511499999999999,0.32878744503534074,86.0,0.4173580851183072,192.0
563,Nippon India Nifty Next 50 Junior Bees Fof-Dir Growth,100,100,0.02,₹148Cr,4,Mehul Dama,1.75,-4.27,18.26,0.99,0.99,6,Nippon India Mutual Fund,2,Other,Fofs Domestic,-5.8,-5.8,8.9,1.3504999999999994,0.21826017263666517,650.0,0.3899874787068738,398.0
564,Nippon India Overnight Fund,100,100,0.08,"₹8,861Cr",4,Anju Chhajer,0.4,0.63,0.35,0.46,0.07,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.3654999999999995,0.21301875421337668,680.0,0.3948250891214225,344.0
565,Nippon India Pharma Fund,100,5000,1.17,"₹4,267Cr",10,Sailesh Raj Bhan,2.09,2.71,20.6,0.95,0.99,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,-7.0,15.6,4.283999999999999,0.27805719517474276,277.0,0.3622769030536044,592.0
566,Nippon India Power & Infra Fund,100,5000,1.58,"₹1,871Cr",10,Sanjay Doshi,3.52,9.72,19.09,0.7,1.67,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,20.4,10.1,4.6895,0.32301136866298863,97.0,0.39404941838055507,357.0
567,Nippon India Quant Fund,100,5000,0.54,₹34Cr,10,Ashutosh Bhargava,2.91,2.11,14.96,0.84,1.47,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,5.0,11.9,3.4689999999999994,0.29956435234758416,157.0,0.4257490530524237,132.0
568,Nippon India Retirement Fund,500,500,0.85,₹172Cr,8,Pranay Sinha,1.38,-0.72,4.79,0.61,0.76,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,4.0,7.4,2.2155,0.20385085924219262,721.0,0.3421724059722121,685.0
569,Nippon India Retirement Fund,500,500,1.03,"₹2,233Cr",8,Pranay Sinha,3.35,-0.56,16.26,0.95,1.34,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,1.3,6.7,1.4039999999999995,0.22252648588430302,631.0,0.33771089402512655,696.0
570,Nippon India Short Term Fund,100,100,0.34,"₹5,147Cr",10,Sushil Budhia,2.42,4.95,1.6,1.94,1.47,3,Nippon India Mutual Fund,4,Debt,Short Duration Funds,4.3,4.3,7.2,3.85,0.26579166818479527,349.0,0.40721425019701507,244.0
571,Nippon India Small Cap Fund,100,5000,0.86,"₹23,910Cr",10,Samir Rachh,4.2,10.01,19.31,0.89,2.06,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,8.7,16.8,7.001000000000001,0.40136047502768235,15.0,0.476180508312819,22.0
572,Nippon India Strategic Debt Fund,100,5000,1.4,₹151Cr,9,Sushil Budhia,2.12,4.14,8.43,0.16,0.5,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,2.7,-0.9,0.4585,0.12713278580150075,810.0,0.2400270919893806,813.0
573,Nippon India Tax Saver (Elss) Fund,500,500,1.18,"₹11,210Cr",10,Rupesh Patel,2.75,0.53,17.25,0.98,1.37,6,Nippon India Mutual Fund,1,Equity,Elss Mutual Funds,1.8,1.8,6.5,1.5094999999999998,0.2187419623192001,648.0,0.3266868472084181,737.0
574,Nippon India Us Equity Opportunities Fund,100,100,1.22,₹534Cr,8,Kinjal Desai,1.33,1.855,19.57,0.86,0.67,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,1.7,13.3,3.412500000000001,0.25084115947409613,444.0,0.35372989061975185,632.0
575,Nippon India Usd Fund,100,100,0.38,"₹5,114Cr",10,Vivek Sharma,3.13,3.47,1.79,0.53,1.54,3,Nippon India Mutual Fund,5,Debt,Ultra Short Duration Funds,5.9,5.9,5.9,3.387,0.2593731995531911,392.0,0.39941810801695843,296.0
576,Nippon India Value Fund,100,500,1.21,"₹4,641Cr",10,Meenakshi Dawar,3.34,4.25,16.97,0.97,1.54,6,Nippon India Mutual Fund,3,Equity,Value Funds,0.0,0.0,12.2,4.310499999999999,0.29097229664240415,199.0,0.37202921773585756,532.0
577,Nippon India Vision Fund,100,5000,1.55,"₹3,024Cr",10,Amar Kalkundrikar,3.41,2.62,15.86,0.91,1.48,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,2.1,9.3,2.8439999999999994,0.2521640919323198,438.0,0.3285011902645296,731.0
578,Parag Parikh Flexi Cap Fund,1000,1000,0.75,"₹29,953Cr",10,Rajeev Thakkar,3.06,10.65,14.53,0.7,1.86,6,Ppfas Mutual Fund,5,Equity,Flexi Cap Funds,2.3,2.3,17.6,7.7330000000000005,0.38846952188717665,19.0,0.46495238379046866,31.0
579,Parag Parikh Liquid Fund,1000,5000,0.17,"₹1,456Cr",5,Raj Mehta,0.59,0.87,0.34,0.62,0.13,2,Ppfas Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,5.3,8.9,2.9634999999999994,0.21474941811078313,669.0,0.3905928142691489,391.0
580,Parag Parikh Tax Saver Fund,1000,500,0.8,"₹1,147Cr",4,Rajeev Thakkar,4.17,12.64,12.88,0.62,2.11,6,Ppfas Mutual Fund,5,Equity,Elss Mutual Funds,8.0,8.0,8.9,5.655000000000001,0.3409006105352148,65.0,0.4247164800458752,138.0
581,Pgim India Arbitrage Fund,1000,5000,0.33,₹168Cr,9,Utkarsh Katkoria,0.85,1.06,0.7,0.41,0.73,1,Pgim India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,5.3,5.2,2.1459999999999995,0.2005361112847564,729.0,0.36657601075276347,564.0
582,Pgim India Banking&Psu Debt Fund,1000,5000,0.25,₹53Cr,10,Puneet Pal,2.06,3.87,1.73,1.62,0.99,2,Pgim India Mutual Fund,3,Debt,Banking And Psu Mutual Funds,4.1,4.1,7.1,3.3719999999999994,0.24405654953562056,490.0,0.39839722499017843,312.0
583,Pgim India Corporate Bond Fund,1000,5000,0.29,₹49Cr,10,Puneet Pal,2.99,1.95,1.74,0.58,1.21,2,Pgim India Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.3,4.3,6.9,3.1715,0.2499821347652755,452.0,0.399116705993612,299.0
